fidelity
1
0.190243
0.0106668
6.33145e-05
0.00606068
0.0404215
0.0777008
0.0702825
0.0311871
0.00487972
1.01243e-05
1.30608e-05
0.00314654
0.0138446
0.0212174
0.0149919
0.00395654
5.37711e-06
0.000704762
0.000162076
0.000799319
0.00434908
0.00551256
0.00220142
1.76283e-08
0.00159728
0.00266218
0.00104387
3.31232e-06
0.000716751
0.000654838
3.08892e-06
0.00154442
0.00430574
0.00450582
0.00210489
0.000306645
1.08449e-06
5.1392e-05
0.00103806
0.00373541
0.00594887
0.00519708
0.00259295
0.000780524
0.000311892
0.000674394
0.00220838
0.00453367
0.0055734
0.00425044
0.00208038
0.0008037
0.000561147
0.00112322
0.00255844
0.00402447
0.00406049
0.00261921
0.00111803
0.000437246
0.000408524
0.000914694
0.00187119
0.00249943
0.00207259
0.00103132
0.00030474
9.24585e-05
0.00014297
0.000452381
0.000905458
0.000998437
0.000569335
0.000116952
2.65129e-07
2.12234e-05
7.47783e-07
3.9287e-05
0.000108619
5.64686e-05
